CIC_MEM_VERS = 1.0
COMMENT Rebased automatically by workflow_OPALIS
CREATION_DATE = 2026-07-16T09:10:55.859669+00:00
ORIGINATOR = CNES

META_START

USER_DEFINED_PROTOCOL = CIC
USER_DEFINED_CONTENT = SATELLITE_CONSUMED_POWER
TIME_SYSTEM = UTC

META_STOP

60676	43200.000000	31.700000000
60676	43792.460230	31.700000000
60676	44384.920460	42.800000000
60676	44977.380690	31.700000000
60676	45569.840920	31.700000000
60676	46162.301150	31.700000000
60676	46754.761380	31.700000000
60676	47347.221610	31.700000000
60676	47939.681850	31.700000000
60676	48532.142080	31.700000000
60676	49124.602310	31.700000000
60676	49717.062540	31.700000000
60676	50309.522770	31.700000000
60676	50901.983000	31.700000000
60676	51494.443230	31.700000000
60676	52086.903460	31.700000000
60676	52679.363690	31.700000000
60676	53271.823920	31.700000000
60676	53864.284150	31.700000000
60676	54456.744380	31.700000000
60676	55049.204610	31.700000000
60676	55641.664840	31.700000000
60676	56234.125080	31.700000000
60676	56826.585310	31.700000000
60676	57419.045540	31.700000000
60676	58011.505770	31.700000000
60676	58603.966000	31.700000000
60676	59196.426230	31.700000000
60676	59788.886460	31.700000000
60676	60381.346690	31.700000000
60676	60973.806920	31.700000000
60676	61566.267150	31.700000000
60676	62158.727380	31.700000000
60676	62751.187610	31.700000000
60676	63343.647840	31.700000000
60676	63936.108070	31.700000000
60676	64528.568300	31.700000000
60676	65121.028540	31.700000000
60676	65713.488770	31.700000000
60676	66305.949000	31.700000000
60676	66898.409230	31.700000000
60676	67490.869460	31.700000000
60676	68083.329690	31.700000000
60676	68675.789920	31.700000000
60676	69268.250150	31.700000000
60676	69860.710380	31.700000000
60676	70453.170610	31.700000000
60676	71045.630840	31.700000000
60676	71638.091070	31.700000000
60676	72230.551300	31.700000000
60676	72823.011530	31.700000000
60676	73415.471770	31.700000000
60676	74007.932000	31.700000000
60676	74600.392230	31.700000000
60676	75192.852460	31.700000000
60676	75785.312690	31.700000000
60676	76377.772920	31.700000000
60676	76970.233150	31.700000000
60676	77562.693380	31.700000000
60676	78155.153610	31.700000000
60676	78747.613840	31.700000000
60676	79340.074070	31.700000000
60676	79932.534300	31.700000000
60676	80524.994530	31.700000000
60676	81117.454760	31.700000000
60676	81709.914990	31.700000000
60676	82302.375230	31.700000000
60676	82894.835460	31.700000000
60676	83487.295690	31.700000000
60676	84079.755920	31.700000000
60676	84672.216150	31.700000000
60676	85264.676380	31.700000000
60676	85857.136610	31.700000000
60677	49.596840	31.700000000
60677	642.057070	31.700000000
60677	1234.517300	31.700000000
60677	1826.977530	31.700000000
60677	2419.437760	31.700000000
60677	3011.897990	31.700000000
60677	3604.358220	31.700000000
60677	4196.818460	31.700000000
60677	4789.278690	31.700000000
60677	5381.738920	31.700000000
60677	5974.199150	31.700000000
60677	6566.659380	31.700000000
60677	7159.119610	31.700000000
60677	7751.579840	31.700000000
60677	8344.040070	31.700000000
60677	8936.500300	31.700000000
60677	9528.960530	31.700000000
60677	10121.420760	31.700000000
60677	10713.880990	31.700000000
60677	11306.341220	31.700000000
60677	11898.801450	31.700000000
60677	12491.261680	31.700000000
60677	13083.721920	31.700000000
60677	13676.182150	31.700000000
60677	14268.642380	31.700000000
60677	14861.102610	31.700000000
60677	15453.562840	31.700000000
60677	16046.023070	31.700000000
60677	16638.483300	31.700000000
60677	17230.943530	31.700000000
60677	17823.403760	31.700000000
60677	18415.863990	31.700000000
60677	19008.324220	31.700000000
60677	19600.784450	31.700000000
60677	20193.244680	31.700000000
60677	20785.704910	31.700000000
60677	21378.165150	31.700000000
60677	21970.625380	31.700000000
60677	22563.085610	31.700000000
60677	23155.545840	31.700000000
60677	23748.006070	31.700000000
60677	24340.466300	31.700000000
60677	24932.926530	31.700000000
60677	25525.386760	31.700000000
60677	26117.846990	31.700000000
60677	26710.307220	31.700000000
60677	27302.767450	31.700000000
60677	27895.227680	31.700000000
60677	28487.687910	31.700000000
60677	29080.148140	31.700000000
60677	29672.608380	31.700000000
60677	30265.068610	31.700000000
60677	30857.528840	31.700000000
60677	31449.989070	31.700000000
60677	32042.449300	31.700000000
60677	32634.909530	31.700000000
60677	33227.369760	31.700000000
60677	33819.829990	31.700000000
60677	34412.290220	31.700000000
60677	35004.750450	31.700000000
60677	35597.210680	31.700000000
60677	36189.670910	31.700000000
60677	36782.131140	31.700000000
60677	37374.591370	31.700000000
60677	37967.051600	31.700000000
60677	38559.511840	31.700000000
60677	39151.972070	31.700000000
60677	39744.432300	31.700000000
60677	40336.892530	31.700000000
60677	40929.352760	31.700000000
60677	41521.812990	31.700000000
60677	42114.273220	31.700000000
60677	42706.733450	31.700000000
60677	43299.193680	31.700000000
60677	43891.653910	31.700000000
60677	44484.114140	31.700000000
60677	45076.574370	31.700000000
60677	45669.034600	42.800000000
60677	46261.494830	31.700000000
60677	46853.955070	31.700000000
60677	47446.415300	31.700000000
60677	48038.875530	31.700000000
60677	48631.335760	31.700000000
60677	49223.795990	31.700000000
60677	49816.256220	31.700000000
60677	50408.716450	31.700000000
60677	51001.176680	31.700000000
60677	51593.636910	31.700000000
60677	52186.097140	31.700000000
60677	52778.557370	31.700000000
60677	53371.017600	31.700000000
60677	53963.477830	31.700000000
60677	54555.938060	31.700000000
60677	55148.398290	31.700000000
60677	55740.858530	31.700000000
60677	56333.318760	31.700000000
60677	56925.778990	31.700000000
60677	57518.239220	31.700000000
60677	58110.699450	31.700000000
60677	58703.159680	31.700000000
60677	59295.619910	31.700000000
60677	59888.080140	31.700000000
60677	60480.540370	31.700000000
60677	61073.000600	31.700000000
60677	61665.460830	31.700000000
60677	62257.921060	31.700000000
60677	62850.381290	31.700000000
60677	63442.841520	31.700000000
