CIC_MEM_VERS = 2.0
CREATION_DATE  = 2026-07-17T02:46:53.995
ORIGINATOR     = CNES

META_START

COMMENT days (MJD), sec (UTC), altitude (km)

OBJECT_NAME = Sat
OBJECT_ID = Sat

USER_DEFINED_PROTOCOL = CIC
USER_DEFINED_CONTENT = SATELLITE_ALTITUDE
TIME_SYSTEM = UTC
START_TIME = 2025-01-01T12:00:00.000
STOP_TIME = 2025-01-11T11:59:21.868

META_STOP

60677 20589.69656 515.705
60677 20680.05023 514.761
60677 20770.40391 512.556
60677 20860.75759 509.110
60677 20951.11127 504.455
60677 21041.46494 498.635
60677 21131.81862 491.705
60677 21222.17230 483.732
60677 21312.52598 474.792
60677 21402.87966 464.972
60677 21493.23333 454.367
60677 21583.58701 443.082
60677 21673.94069 431.229
60677 21764.29437 418.928
60677 21854.64805 406.302
60677 21945.00172 393.482
60677 22035.35540 380.600
60677 22125.70908 367.792
60677 22216.06276 355.192
60677 22306.41643 342.937
60677 22396.77011 331.158
60677 22487.12379 319.985
60677 22577.47747 309.541
60677 22667.83115 299.942
60677 22758.18482 291.297
60677 22848.53850 283.704
60677 22938.89218 277.249
60677 23029.24586 272.007
60677 23119.59954 268.039
60677 23209.95321 265.391
60677 23300.30689 264.094
60677 23390.66057 264.163
60677 23481.01425 265.597
60677 23571.36792 268.381
60677 23661.72160 272.481
60677 23752.07528 277.850
60677 23842.42896 284.426
60677 23932.78264 292.133
60677 24023.13631 300.883
60677 24113.48999 310.578
60677 24203.84367 321.106
60677 24294.19735 332.352
60677 24384.55102 344.190
60677 24474.90470 356.491
60677 24565.25838 369.122
60677 24655.61206 381.947
60677 24745.96574 394.831
60677 24836.31941 407.638
60677 24926.67309 420.236
60677 25017.02677 432.495
60677 25107.38045 444.292
60677 25197.73413 455.508
60677 25288.08780 466.032
60677 25378.44148 475.761
60677 25468.79516 484.600
60677 25559.14884 492.463
60677 25649.50251 499.275
60677 25739.85619 504.972
60677 25830.20987 509.499
60677 25920.56355 512.815
60677 26010.91723 514.887
60677 26101.27090 515.696
60677 26191.62458 515.235
60677 26281.97826 513.508
60677 26372.33194 510.532
60677 26462.68562 506.333
60677 26553.03929 500.952
60677 26643.39297 494.439
60677 26733.74665 486.857
60677 26824.10033 478.278
60677 26914.45400 468.784
60677 27004.80768 458.468
60677 27095.16136 447.431
60677 27185.51504 435.782
60677 27275.86872 423.638
60677 27366.22239 411.121
60677 27456.57607 398.360
60677 27546.92975 385.486
60677 27637.28343 372.635
60677 27727.63711 359.941
60677 27817.99078 347.541
60677 27908.34446 335.568
60677 27998.69814 324.153
60677 28089.05182 313.422
60677 28179.40549 303.494
60677 28269.75917 294.481
60677 28360.11285 286.484
60677 28450.46653 279.594
60677 28540.82021 273.891
60677 28631.17388 269.440
60677 28721.52756 266.293
60677 28811.88124 264.486
60677 28902.23492 264.040
60677 28992.58859 264.960
60677 29082.94227 267.236
60677 29173.29595 270.842
60677 29263.64963 275.735
60677 29354.00331 281.860
60677 29444.35698 289.144
60677 29534.71066 297.506
60677 29625.06434 306.849
60677 29715.41802 317.068
60677 29805.77170 328.050
60677 29896.12537 339.671
60677 29986.47905 351.805
60677 30076.83273 364.319
60677 30167.18641 377.079
60677 30257.54008 389.948
60677 30347.89376 402.792
60677 30438.24744 415.477
60677 30528.60112 427.873
60677 30618.95480 439.853
60677 30709.30847 451.296
60677 30799.66215 462.089
60677 30890.01583 472.126
60677 30980.36951 481.308
60677 31070.72319 489.546
60677 31161.07686 496.761
60677 31251.43054 502.884
60677 31341.78422 507.857
60677 31432.13790 511.633
60677 31522.49157 514.177
60677 31612.84525 515.465
60677 31703.19893 515.484
60677 31793.55261 514.235
60677 31883.90629 511.730
60677 31974.25996 507.991
60677 32064.61364 503.054
60677 32154.96732 496.967
60677 32245.32100 489.785
60677 32335.67467 481.579
60677 32426.02835 472.427
60677 32516.38203 462.417
60677 32606.73571 451.647
60677 32697.08939 440.224
60677 32787.44306 428.260
60677 32877.79674 415.877
60677 32968.15042 403.201
60677 33058.50410 390.361
60677 33148.85778 377.491
60677 33239.21145 364.727
60677 33329.56513 352.205
60677 33419.91881 340.059
60677 33510.27249 328.423
60677 33600.62616 317.423
60677 33690.97984 307.182
60677 33781.33352 297.815
60677 33871.68720 289.427
60677 33962.04088 282.114
60677 34052.39455 275.960
60677 34142.74823 271.035
60677 34233.10191 267.396
60677 34323.45559 265.085
60677 34413.80927 264.129
60677 34504.16294 264.539
60677 34594.51662 266.310
60677 34684.87030 269.421
60677 34775.22398 273.836
60677 34865.57765 279.503
60677 34955.93133 286.357
60677 35046.28501 294.319
60677 35136.63869 303.299
60677 35226.99237 313.195
60677 35317.34604 323.895
60677 35407.69972 335.281
60677 35498.05340 347.227
60677 35588.40708 359.603
60677 35678.76076 372.275
60677 35769.11443 385.108
60677 35859.46811 397.966
60677 35949.82179 410.716
60677 36040.17547 423.224
60677 36130.52914 435.364
60677 36220.88282 447.013
60677 36311.23650 458.055
60677 36401.59018 468.379
60677 36491.94386 477.886
60677 36582.29753 486.481
60677 36672.65121 494.084
60677 36763.00489 500.620
60677 36853.35857 506.028
60677 36943.71224 510.256
60677 37034.06592 513.264
60677 37124.41960 515.025
60677 37214.77328 515.521
60677 37305.12696 514.749
60677 37395.48063 512.715
60677 37485.83431 509.438
60677 37576.18799 504.949
60677 37666.54167 499.292
60677 37756.89535 492.518
60677 37847.24902 484.694
60677 37937.60270 475.893
60677 38027.95638 466.202
60677 38118.31006 455.714
60677 38208.66373 444.532
60677 38299.01741 432.768
60677 38389.37109 420.539
60677 38479.72477 407.968
60677 38570.07845 395.185
60677 38660.43212 382.322
60677 38750.78580 369.514
60677 38841.13948 356.895
60677 38931.49316 344.602
60677 39021.84684 332.768
60677 39112.20051 321.522
60677 39202.55419 310.989
60677 39292.90787 301.286
60677 39383.26155 292.524
60677 39473.61522 284.801
60677 39563.96890 278.207
60677 39654.32258 272.816
60677 39744.67626 268.692
60677 39835.02994 265.882
60677 39925.38361 264.419
60677 40015.73729 264.319
60677 40106.09097 265.584
60677 40196.44465 268.198
60677 40286.79832 272.131
60677 40377.15200 277.337
60677 40467.50568 283.755
60677 40557.85936 291.311
60677 40648.21304 299.919
60677 40738.56671 309.480
60677 40828.92039 319.887
60677 40919.27407 331.023
60677 41009.62775 342.767
60677 41099.98143 354.988
60677 41190.33510 367.554
60677 41280.68878 380.331
60677 41371.04246 393.183
60677 41461.39614 405.976
60677 41551.74981 418.577
60677 41642.10349 430.857
60677 41732.45717 442.691
60677 41822.81085 453.961
60677 41913.16453 464.554
60677 42003.51820 474.366
60677 42093.87188 483.303
60677 42184.22556 491.276
60677 42274.57924 498.211
60677 42364.93292 504.040
60677 42455.28659 508.708
60677 42545.64027 512.171
60677 42635.99395 514.397
60677 42726.34763 515.365
60677 42816.70130 515.065
60677 42907.05498 513.501
60677 42997.40866 510.686
60677 43087.76234 506.648
60677 43178.11602 501.424
60677 43268.46969 495.065
60677 43358.82337 487.629
60677 43449.17705 479.190
60677 43539.53073 469.827
