CIC_AEM_VERS = 3.0
CREATION_DATE  = 2026-07-17T02:16:57.670
ORIGINATOR     = CNES

META_START

COMMENT Earth orientation in inertial frame
COMMENT days (MJD), sec (UTC), q0 (real part), q1, q2, q3

OBJECT_NAME = EARTH
OBJECT_ID = EARTH

REF_FRAME_A = ICRF
REF_FRAME_B = ECF
ATTITUDE_DIR = A2B
TIME_SYSTEM = UTC
START_TIME = 2025-01-01T12:00:00.000
STOP_TIME = 2025-01-11T11:59:21.868
ATTITUDE_TYPE = QUATERNION
QUATERNION_TYPE = FIRST

META_STOP

60676 77082.62919 0.854294 0.000617 0.001047 0.519788
60676 77172.98287 0.852577 0.000620 0.001045 0.522600
60676 77263.33655 0.850851 0.000624 0.001043 0.525406
60676 77353.69022 0.849115 0.000627 0.001041 0.528206
60676 77444.04390 0.847371 0.000631 0.001039 0.531000
60676 77534.39758 0.845617 0.000634 0.001037 0.533789
60676 77624.75126 0.843854 0.000637 0.001035 0.536572
60676 77715.10494 0.842082 0.000641 0.001032 0.539349
60676 77805.45861 0.840300 0.000644 0.001030 0.542120
60676 77895.81229 0.838510 0.000648 0.001028 0.544885
60676 77986.16597 0.836710 0.000651 0.001026 0.547645
60676 78076.51965 0.834901 0.000654 0.001024 0.550398
60676 78166.87332 0.833084 0.000658 0.001022 0.553146
60676 78257.22700 0.831257 0.000661 0.001020 0.555887
60676 78347.58068 0.829421 0.000664 0.001017 0.558623
60676 78437.93436 0.827576 0.000668 0.001015 0.561352
60676 78528.28804 0.825723 0.000671 0.001013 0.564075
60676 78618.64171 0.823860 0.000674 0.001011 0.566792
60676 78708.99539 0.821988 0.000678 0.001009 0.569503
60676 78799.34907 0.820108 0.000681 0.001006 0.572208
60676 78889.70275 0.818218 0.000684 0.001004 0.574907
60676 78980.05642 0.816320 0.000688 0.001002 0.577599
60676 79070.41010 0.814412 0.000691 0.001000 0.580285
60676 79160.76378 0.812496 0.000694 0.000997 0.582965
60676 79251.11746 0.810571 0.000698 0.000995 0.585638
60676 79341.47114 0.808638 0.000701 0.000993 0.588306
60676 79431.82481 0.806695 0.000704 0.000990 0.590966
60676 79522.17849 0.804744 0.000707 0.000988 0.593621
60676 79612.53217 0.802784 0.000711 0.000986 0.596269
60676 79702.88585 0.800815 0.000714 0.000983 0.598910
60676 79793.23953 0.798838 0.000717 0.000981 0.601545
60676 79883.59320 0.796852 0.000720 0.000979 0.604173
60676 79973.94688 0.794857 0.000724 0.000976 0.606795
60676 80064.30056 0.792854 0.000727 0.000974 0.609410
60676 80154.65424 0.790842 0.000730 0.000972 0.612019
60676 80245.00791 0.788822 0.000733 0.000969 0.614621
60676 80335.36159 0.786793 0.000736 0.000967 0.617216
60676 80425.71527 0.784755 0.000740 0.000964 0.619805
60676 80516.06895 0.782709 0.000743 0.000962 0.622387
60676 80606.42263 0.780654 0.000746 0.000959 0.624962
60676 80696.77630 0.778591 0.000749 0.000957 0.627530
60676 80787.12998 0.776520 0.000752 0.000954 0.630092
60676 80877.48366 0.774440 0.000755 0.000952 0.632646
60676 80967.83734 0.772351 0.000758 0.000949 0.635194
60676 81058.19102 0.770255 0.000762 0.000947 0.637735
60676 81148.54469 0.768150 0.000765 0.000944 0.640269
60676 81238.89837 0.766036 0.000768 0.000942 0.642796
60676 81329.25205 0.763914 0.000771 0.000939 0.645316
60676 81419.60573 0.761784 0.000774 0.000937 0.647830
60676 81509.95940 0.759646 0.000777 0.000934 0.650336
60676 81600.31308 0.757500 0.000780 0.000932 0.652835
60676 81690.66676 0.755345 0.000783 0.000929 0.655327
