CIC_MEM_VERS = 2.0
CREATION_DATE  = 2026-07-17T02:16:57.306
ORIGINATOR     = CNES

META_START

COMMENT days (MJD), sec (UTC), argument_of_latitude (deg)

OBJECT_NAME = Sat
OBJECT_ID = Sat

USER_DEFINED_PROTOCOL = CIC
USER_DEFINED_CONTENT = MEAN_ARGUMENT_OF_LATITUDE
TIME_SYSTEM = UTC
START_TIME = 2025-01-01T12:00:00.000
STOP_TIME = 2025-01-11T11:59:21.868

META_STOP

60677 21131.81862 243.90039
60677 21222.17230 249.78633
60677 21312.52598 255.67179
60677 21402.87966 261.55761
60677 21493.23333 267.44279
60677 21583.58701 273.32803
60677 21673.94069 279.21289
60677 21764.29437 285.09819
60677 21854.64805 290.98278
60677 21945.00172 296.86692
60677 22035.35540 302.75115
60677 22125.70908 308.63526
60677 22216.06276 314.51854
60677 22306.41643 320.40115
60677 22396.77011 326.28269
60677 22487.12379 332.16294
60677 22577.47747 338.04206
60677 22667.83115 343.91990
60677 22758.18482 349.79648
60677 22848.53850 355.67227
60677 22938.89218 1.54748
60677 23029.24586 7.42275
60677 23119.59954 13.29856
60677 23209.95321 19.17573
60677 23300.30689 25.05460
60677 23390.66057 30.93527
60677 23481.01425 36.81878
60677 23571.36792 42.70474
60677 23661.72160 48.59269
60677 23752.07528 54.48323
60677 23842.42896 60.37589
60677 23932.78264 66.26958
60677 24023.13631 72.16439
60677 24113.48999 78.05977
60677 24203.84367 83.95549
60677 24294.19735 89.85205
60677 24384.55102 95.74772
60677 24474.90470 101.64248
60677 24565.25838 107.53696
60677 24655.61206 113.42994
60677 24745.96574 119.32179
60677 24836.31941 125.21259
60677 24926.67309 131.10142
60677 25017.02677 136.98844
60677 25107.38045 142.87290
60677 25197.73413 148.75577
60677 25288.08780 154.63621
60677 25378.44148 160.51451
60677 25468.79516 166.39124
60677 25559.14884 172.26650
60677 25649.50251 178.14071
60677 25739.85619 184.01456
60677 25830.20987 189.88848
60677 25920.56355 195.76329
60677 26010.91723 201.63941
60677 26101.27090 207.51702
60677 26191.62458 213.39656
60677 26281.97826 219.27842
60677 26372.33194 225.16300
60677 26462.68562 231.04972
60677 26553.03929 236.93802
60677 26643.39297 242.82745
60677 26733.74665 248.71788
60677 26824.10033 254.60958
60677 26914.45400 260.50062
60677 27004.80768 266.39113
60677 27095.16136 272.28139
60677 27185.51504 278.16966
60677 27275.86872 284.05621
60677 27366.22239 289.94182
60677 27456.57607 295.82632
60677 27546.92975 301.70893
60677 27637.28343 307.59043
60677 27727.63711 313.47063
60677 27817.99078 319.35050
60677 27908.34446 325.22913
60677 27998.69814 331.10729
60677 28089.05182 336.98455
60677 28179.40549 342.86112
60677 28269.75917 348.73734
60677 28360.11285 354.61286
60677 28450.46653 0.48797
60677 28540.82021 6.36297
60677 28631.17388 12.23820
60677 28721.52756 18.11430
60677 28811.88124 23.99115
60677 28902.23492 29.86995
60677 28992.58859 35.75095
60677 29082.94227 41.63440
60677 29173.29595 47.52082
60677 29263.64963 53.40971
60677 29354.00331 59.30085
60677 29444.35698 65.19443
60677 29534.71066 71.08946
60677 29625.06434 76.98637
60677 29715.41802 82.88399
60677 29805.77170 88.78084
60677 29896.12537 94.67695
60677 29986.47905 100.57293
60677 30076.83273 106.46735
60677 30167.18641 112.35966
60677 30257.54008 118.25107
60677 30347.89376 124.14043
60677 30438.24744 130.02762
60677 30528.60112 135.91327
60677 30618.95480 141.79703
60677 30709.30847 147.67895
60677 30799.66215 153.55937
60677 30890.01583 159.43806
60677 30980.36951 165.31518
60677 31070.72319 171.19088
60677 31161.07686 177.06554
60677 31251.43054 182.93937
60677 31341.78422 188.81281
60677 31432.13790 194.68626
60677 31522.49157 200.56039
60677 31612.84525 206.43546
60677 31703.19893 212.31185
60677 31793.55261 218.19072
60677 31883.90629 224.07175
60677 31974.25996 229.95505
60677 32064.61364 235.84106
60677 32154.96732 241.72965
60677 32245.32100 247.62067
60677 32335.67467 253.51368
60677 32426.02835 259.40832
60677 32516.38203 265.30312
60677 32606.73571 271.19826
60677 32697.08939 277.09243
60677 32787.44306 282.98529
60677 32877.79674 288.87680
60677 32968.15042 294.76587
60677 33058.50410 300.65273
60677 33148.85778 306.53708
60677 33239.21145 312.41903
60677 33329.56513 318.29945
60677 33419.91881 324.17733
60677 33510.27249 330.05389
60677 33600.62616 335.92986
60677 33690.97984 341.80508
60677 33781.33352 347.67965
60677 33871.68720 353.55425
60677 33962.04088 359.42886
60677 34052.39455 5.30372
60677 34142.74823 11.17887
60677 34233.10191 17.05476
60677 34323.45559 22.93140
60677 34413.80927 28.80912
60677 34504.16294 34.68832
60677 34594.51662 40.56923
60677 34684.87030 46.45208
60677 34775.22398 52.33735
60677 34865.57765 58.22549
60677 34955.93133 64.11584
60677 35046.28501 70.00848
60677 35136.63869 75.90314
60677 35226.99237 81.79894
60677 35317.34604 87.69611
60677 35407.69972 93.59326
60677 35498.05340 99.48982
60677 35588.40708 105.38606
60677 35678.76076 111.27976
60677 35769.11443 117.17233
60677 35859.46811 123.06212
60677 35949.82179 128.95021
60677 36040.17547 134.83581
60677 36130.52914 140.71911
60677 36220.88282 146.60072
60677 36311.23650 152.48046
60677 36401.59018 158.35843
60677 36491.94386 164.23530
60677 36582.29753 170.11080
60677 36672.65121 175.98546
60677 36763.00489 181.85939
60677 36853.35857 187.73286
60677 36943.71224 193.60611
60677 37034.06592 199.47956
60677 37124.41960 205.35313
60677 37214.77328 211.22766
60677 37305.12696 217.10342
60677 37395.48063 222.98071
60677 37485.83431 228.85959
60677 37576.18799 234.74094
60677 37666.54167 240.62465
60677 37756.89535 246.51059
60677 37847.24902 252.39938
60677 37937.60270 258.29024
60677 38027.95638 264.18328
60677 38118.31006 270.07828
60677 38208.66373 275.97392
60677 38299.01741 281.86928
60677 38389.37109 287.76454
60677 38479.72477 293.65881
60677 38570.07845 299.55088
60677 38660.43212 305.44094
60677 38750.78580 311.32832
60677 38841.13948 317.21282
60677 38931.49316 323.09458
60677 39021.84684 328.97375
60677 39112.20051 334.85084
60677 39202.55419 340.72644
60677 39292.90787 346.60105
60677 39383.26155 352.47536
60677 39473.61522 358.34961
60677 39563.96890 4.22427
60677 39654.32258 10.09976
60677 39744.67626 15.97620
60677 39835.02994 21.85368
60677 39925.38361 27.73240
60677 40015.73729 33.61210
60677 40106.09097 39.49343
60677 40196.44465 45.37601
60677 40286.79832 51.26003
60677 40377.15200 57.14550
60677 40467.50568 63.03296
60677 40557.85936 68.92155
60677 40648.21304 74.81248
60677 40738.56671 80.70453
60677 40828.92039 86.59814
60677 40919.27407 92.49259
60677 41009.62775 98.38718
60677 41099.98143 104.28204
60677 41190.33510 110.17568
60677 41280.68878 116.06878
60677 41371.04246 121.96008
60677 41461.39614 127.84902
60677 41551.74981 133.73601
60677 41642.10349 139.62037
60677 41732.45717 145.50281
60677 41822.81085 151.38313
60677 41913.16453 157.26127
60677 42003.51820 163.13799
60677 42093.87188 169.01354
60677 42184.22556 174.88814
60677 42274.57924 180.76212
60677 42364.93292 186.63580
60677 42455.28659 192.50947
60677 42545.64027 198.38339
60677 42635.99395 204.25735
60677 42726.34763 210.13171
60677 42816.70130 216.00702
60677 42907.05498 221.88313
60677 42997.40866 227.76022
60677 43087.76234 233.63857
60677 43178.11602 239.51838
60677 43268.46969 245.39973
60677 43358.82337 251.28291
60677 43449.17705 257.16787
60677 43539.53073 263.05551
60677 43629.88441 268.94409
60677 43720.23808 274.83411
60677 43810.59176 280.72603
60677 43900.94544 286.61902
60677 43991.29912 292.51239
60677 44081.65279 298.40501
60677 44172.00647 304.29702
60677 44262.36015 310.18742
60677 44352.71383 316.07582
60677 44443.06751 321.96168
60677 44533.42118 327.84490
60677 44623.77486 333.72568
60677 44714.12854 339.60415
60677 44804.48222 345.48085
60677 44894.83589 351.35621
