DefaultSC.A1ModJulian     DefaultSC.ElapsedSecs     DefaultSC.EarthMJ2000Eq.X   DefaultSC.EarthMJ2000Eq.Y   DefaultSC.EarthMJ2000Eq.Z   DefaultSC.EarthMJ2000Eq.VX   DefaultSC.EarthMJ2000Eq.VY   DefaultSC.EarthMJ2000Eq.VZ   
31257.67034762164         281.0001411242411         6275.922337250743           2066.629528897736           553.7210415671158           -2.505458898493474           7.087414571702584            1.898744948218262            
31257.67044889927         289.7505277418531         6253.669988005206           2128.537678113652           570.3063757421274           -2.580523315886754           7.062270599615146            1.891987837187641            
31257.67054774412         298.2907229452394         6231.319907115909           2188.743510464183           586.4354758426033           -2.653524593783934           7.037016253897476            1.885201090778276            
31257.67065651409         307.6884487643838         6206.00652572336            2254.74172567586            604.1161397814752           -2.733550405462434           7.008413585577338            1.877514561378329            
31257.67075584969         316.2710443488322         6182.232975281646           2314.777334875056           620.1992453112937           -2.806347328477866           6.981550854109845            1.870295643099214            
31257.67084835361         324.2633833782747         6159.533642314889           2370.474165550222           635.1198470634007           -2.87388412807858            6.955901921542481            1.863402939938319            
31257.67093856974         332.0580567000434         6136.876735312795           2424.59374650795            649.6177517302632           -2.939509259622408           6.930300907751308            1.856523139785303            
31257.67102693204         339.6925597102381         6114.190434587083           2477.405648878622           663.7651817766967           -3.003549559740693           6.90466664683991             1.849634430597084            
31257.67110771362         346.6720880242065         6093.023374975131           2525.513766060016           676.6523995606567           -3.061886751790765           6.880749002648322            1.843207051661707            
31257.67118573854         353.4134408924729         6072.192733780573           2571.820226685892           689.0568532211454           -3.118039904065141           6.857211445239547            1.836881834759161            
31257.67126745416         360.4736702749506         6049.971659337749           2620.14535152437            702.0019152847947           -3.176641721113016           6.832102708185237            1.830134420187374            
31257.67135308828         367.8724586614408         6026.24188349529            2670.595754378522           715.5161210428486           -3.237821608464976           6.805289132305401            1.822928894648377            
31257.67144168692         375.5273812450469         6001.215148537536           2722.581825132881           729.4415075791303           -3.300864677971671           6.77700995210715             1.815329551610942            
31257.67152984918         383.1446000374854         5975.833646821293           2774.094903079305           743.2400086107247           -3.363335097024023           6.748329786029533            1.807622484318183            
31257.67161780967         390.7443868811242         5950.037018071959           2825.270345523203           756.9478802370813           -3.425397018008574           6.71918041415727             1.799789361748242            
31257.67170187045         398.0072378762998         5924.944254953607           2873.968078116014           769.9918914836895           -3.484455057685817           6.690826256169871            1.792169962657705            
31257.67180461071         406.8839961430058         5893.694454736607           2933.204732591647           785.8585786526263           -3.556295372885684           6.655514615691081            1.782680974148116            
31257.67190611338         415.6538273091428         5862.196497605559           2991.416914149806           801.4505882651658           -3.626894590904149           6.619922332918022            1.77311661863453             
31257.6720051124          424.2073425091803         5830.880619227501           3047.889652590132           816.5764271823475           -3.695385546290024           6.584535555551621            1.763607533821254            
31257.67209582751         432.0451278355904         5801.672097200391           3099.368843808747           830.3645439214177           -3.757821419605438           6.551529853132088            1.754738330617573            
31257.67219502777         440.6160306651145         5769.172857227405           3155.364458946072           845.362071216286            -3.825736276570951           6.514805363905559            1.744869873318365            
31257.67230243475         449.8959937831387         5733.330630416754           3215.63427394268            861.5040586623085           -3.898836695574693           6.474302925189065            1.733986279584772            
31257.67240964775         459.15919697145           5696.878715579067           3275.416859426407           877.515217170062            -3.971347802560605           6.43311114980738             1.722917514612117            
31257.67250841066         467.6923124003224         5662.707229166413           3330.147042432906           892.1729226652859           -4.037732260189857           6.394495972146093            1.71254117318849             
31257.67260339723         475.8991518756375         5629.309520051093           3382.471178131112           906.1859664965285           -4.101199685491054           6.35675485261541             1.702399755816274            
31257.67269614473         483.9125362923369         5596.197945663276           3433.260749871446           919.7877651554935           -4.16280704324635            6.319336738471165            1.692345186623831            
31257.67278327342         491.4404548122548         5564.643882239024           3480.698292303885           932.4916193131561           -4.220349609654735           6.283678384447639            1.68276352969498             
31257.67288579152         500.2980181016028         5526.96353058186            3536.168281926197           947.3462630416244           -4.287637178030832           6.241096464359346            1.671321524170475            
31257.67299032525         509.3297324026935         5487.930754943905           3592.337408936622           962.3877772053459           -4.355774530238396           6.196985700516567            1.6594687827246              
31257.67309310164         518.2096131378785         5448.956307679623           3647.170838186786           977.0712476805801           -4.422293280336124           6.152940343864248            1.647633690956669            
31257.67320799148         528.136095078662          5404.691736288303           3708.00029181627            993.3599240713805           -4.496087868446442           6.10291594419374             1.634192106759999            
31257.673312499           537.1655446942896         5363.793475664246           3762.898100657169           1008.059846123414           -4.562688433886728           6.056695285040234            1.621772675743578            
31257.67341868779         546.3402563589625         5321.623672430862           3818.248441839194           1022.880542181849           -4.629839870619572           6.009036991024209            1.608967040922284            
31257.6735331667          556.2312344438396         5275.474441085648           3877.426418217847           1038.725670859973           -4.701637167086272           5.956880609620095            1.594952885499856            
31257.67365314181         566.5970832807943         5226.350889993318           3938.887549028133           1055.181598273223           -4.776206911638101           5.901361899446504            1.580035406389003            
